timestamp,step,ticker,qty,price,tx_cost,side
2021-01-05,0,AAPL,277.3933577239036,127.65560913085938,3.167195512788563,buy
2021-01-05,0,AMGN,443.2414429037117,123.24588775634764,4.8859802942024375,buy
2021-01-05,0,AXP,179.07586361630618,122.15656280517578,1.9565582050734422,buy
2021-01-05,0,BA,171.14840363279208,167.46461486816406,2.5635088512939115,buy
2021-01-05,0,CAT,162.41939184156251,219.21408081054688,3.18452923682124,buy
2021-01-05,0,CRM,87.13910558167836,319.95196533203125,2.4936574437046928,buy
2021-01-05,0,CSCO,183.55334090031573,207.2805938720703,3.4029835640607455,buy
2021-01-05,0,CVX,181.9143525648285,132.3572235107422,2.1535428971160804,buy
2021-01-05,0,DIS,468.86024557814164,43.41494369506836,1.8206294624788393,buy
2021-01-05,0,GS,275.7920548856046,211.6300048828125,5.220329384361715,buy
2021-01-05,0,HD,771.9528395833274,45.48412322998047,3.140432840105569,buy
2021-01-05,0,HON,325.44001647483014,71.12989807128906,2.0704371575954483,buy
2021-01-05,0,IBM,202.13836726425808,175.51405334472656,3.1732154714280654,buy
2021-01-05,0,JNJ,566.0007641982942,35.86395263671875,1.8155745381693649,buy
2021-01-05,0,JPM,458.20614307128886,111.56089782714844,4.572058954527801,buy
2021-01-05,0,KO,94.9706136946848,237.06578063964844,2.0137104699992423,buy
2021-01-05,0,MCD,186.91066244178867,189.375732421875,3.165900896592503,buy
2021-01-05,0,MMM,586.7653112756495,38.25672149658203,2.007756747229738,buy
2021-01-05,0,MRK,417.1978042953324,98.58631134033203,3.678726876672314,buy
2021-01-05,0,MS,131.61317679030475,138.24620056152344,1.627389426526369,buy
2021-01-05,0,MSFT,71.34118749668585,195.97007751464844,1.2504577199013673,buy
2021-01-05,0,NKE,434.70251466998,111.14985656738281,4.321554285138019,buy
2021-01-05,0,NVDA,100.65662170168872,241.778564453125,2.176702412229594,buy
2021-01-05,0,PG,405.2011574303616,45.20827102661133,1.638428481129171,buy
2021-01-05,0,TRV,349.64320030354935,189.79367065429688,5.93534168723841,buy
2021-01-05,0,UNH,181.27663918284964,119.83338165283203,1.9429363329079032,buy
2021-01-05,0,V,963.6038049331565,66.59100341796875,5.7392214026507355,buy
2021-01-05,0,VZ,382.93845194974654,59.6019287109375,2.0414004427138175,buy
2021-01-05,0,WMT,119.20946435149291,209.4750518798828,2.233479428990949,buy
2021-01-05,0,XOM,3999.6857881317037,13.367903709411621,4.7822039863131485,buy
2021-01-06,1,AAPL,-1.1915158120775686,123.3585205078125,0.01209290048634385,sell
2021-01-06,1,AMGN,2.203801684507823,124.54322052001953,0.022581569279453487,buy
2021-01-06,1,AXP,3.0519548277461297,126.30626678466797,0.03171498550039188,buy
2021-01-06,1,BA,0.08345585196681782,176.78440856933594,0.0012138423116794489,buy
2021-01-06,1,CAT,0.25563469488889723,213.8999481201172,0.004498751374507889,buy
2021-01-06,1,CRM,1.7143839405702295,333.379150390625,0.0470227519622626,buy
2021-01-06,1,CSCO,4.954714523016179,205.45433044433594,0.08375205135888955,buy
2021-01-06,1,CVX,-0.748819165911101,133.40689086914062,0.00821895743482473,sell
2021-01-06,1,DIS,2.854043464504798,43.941139221191406,0.010317949832931939,buy
2021-01-06,1,GS,-9.03795287197454,211.02999877929688,0.1569190917446598,sell
2021-01-06,1,HD,10.326725215577312,45.76811218261719,0.0388854507187259,buy
2021-01-06,1,HON,-7.64516861032007,73.41913604736328,0.046180417469553994,sell
2021-01-06,1,IBM,-0.145338639581297,176.18289184570312,0.0021067176890834432,sell
2021-01-06,1,JNJ,-22.355087274497237,36.779109954833984,0.06764552969323848,sell
2021-01-06,1,JPM,2.7585262167756355,115.68788146972656,0.02625587528857469,buy
2021-01-06,1,KO,-0.7924020151923656,238.420166015625,0.015543544981004118,sell
2021-01-06,1,MCD,1.9721285195468568,192.82786560058594,0.031287187483993825,buy
2021-01-06,1,MMM,5.001864904163654,38.6220703125,0.01589384687985548,buy
2021-01-06,1,MRK,-1.4177035459105696,101.04824829101562,0.01178625225382203,sell
2021-01-06,1,MS,-1.443942477254069,139.54714965820312,0.016578009324019205,sell
2021-01-06,1,MSFT,-0.3752911750689947,200.69381713867188,0.006196748385177529,sell
2021-01-06,1,NKE,2.2848992336140554,116.3689956665039,0.021875896252510674,buy
2021-01-06,1,NVDA,-2.1163785342655785,254.8254852294922,0.04437084757897148,sell
2021-01-06,1,PG,4.902830161122495,43.77006912231445,0.017655726737211146,buy
2021-01-06,1,TRV,2.0734862945098484,189.3629150390625,0.03230409780423644,buy
2021-01-06,1,UNH,0.9949352575279988,121.65625762939453,0.009958428070130455,buy
2021-01-06,1,V,9.635475390382112,67.64201354980469,0.05362301026223593,buy
2021-01-06,1,VZ,-6.079889038115027,63.19570541381836,0.031611473214900154,sell
2021-01-06,1,WMT,0.41321470286852957,204.0435028076172,0.006936814059075029,buy
2021-01-06,1,XOM,-34.696600588376896,12.579824447631836,0.03591062999421761,sell
2021-01-07,2,AAPL,12.30428578757261,127.56791687011719,0.05242266821151408,buy
2021-01-07,2,AMGN,0.6718029057025205,123.3791732788086,0.0027682479194350955,buy
2021-01-07,2,AXP,-4.144702010184062,126.2790298461914,0.017480175830676042,sell
2021-01-07,2,BA,-7.379273577191043,177.12179565429688,0.04365227337787792,sell
2021-01-07,2,CAT,5.466899730008265,215.71090698242188,0.039385327554611174,buy
2021-01-07,2,CRM,-2.9148172341734693,338.72406005859375,0.03297453070494011,sell
2021-01-07,2,CSCO,4.056151926938412,206.60418701171875,0.02798817498757744,buy
2021-01-07,2,CVX,-0.3155241750370692,135.84353637695312,0.0014315049931995763,sell
2021-01-07,2,DIS,-3.6725034958315064,43.84225845336914,0.005377450039802093,sell
