step,proto_entropy,alpha_c_mean,alpha_c_std,crisis_level,action_temp,cash_weight,sum_weights,kappa_sharpe,kappa_cvar,turnover_executed,topk_1_id,topk_1_weight,topk_2_id,topk_2_weight,topk_3_id,topk_3_weight,topk_4_id,topk_4_weight,topk_5_id,topk_5_weight,topk_other_weight
240,1.5941477996985773,0.5027015805244446,0.0,0.4092894494533539,0.5,4.763605065960519e-10,0.9999999995236395,0.13967950195074083,0.500534163415432,0.0010901710552522603,5,0.5356674074604941,0,0.06658995002679638,7,0.0665731117150237,6,0.06647768468087126,1,0.06630723775236522,0.19838460836444938
250,1.5971048186340462,0.5044180154800415,0.0,0.4057764708995819,0.5,2.381801605944034e-07,0.9999997618198394,0.1390769347548485,0.5015384420752526,0.00014157009470072788,5,0.5342498460449439,0,0.06679157961098764,7,0.06677477110291424,6,0.06667968680325437,1,0.06650985828684258,0.1989942581510571
260,1.6764931860331425,0.5523968935012817,0.0,0.35679423809051514,0.5,1.1920917042385071e-07,0.9999998807908296,0.1456918254494667,0.49051362425088885,0.0008482004598841667,5,0.49462955789571184,0,0.07242682208856757,7,0.07241168250800503,6,0.07232576985866121,1,0.07217241455023662,0.21603375309881778
270,1.6903148412000633,0.5611602067947388,0.0,0.35419151186943054,0.5,1.1102230246251565e-16,0.9999999999999999,0.14765553772449494,0.48724077045917513,0.0009552252885912122,5,0.48739295108483094,0,0.07345611437880738,7,0.07344125047084875,6,0.07335704401082448,1,0.07320667639657834,0.21914596365811023
280,1.6800843134068764,0.5546604990959167,0.0,0.35349592566490173,0.5,3.572702134135852e-10,0.9999999996427298,0.14622714519500735,0.4896214246749878,0.0011654469703726066,5,0.4927598613756957,0,0.07269276353600188,7,0.07267764630864651,6,0.07259227755998324,1,0.07243961517037681,0.21683783604929596
290,1.6953394358021452,0.5643792152404785,0.0,0.3496119976043701,0.5,1.1909008024169054e-07,0.9999998809099198,0.14787251502275467,0.48687914162874224,0.0005723221362913941,5,0.48473466526123876,0,0.07383418248223177,7,0.07381940052999707,6,0.073735901871381,1,0.07358659223288132,0.22028925762227014
300,1.662930328498046,0.5439242720603943,0.0,0.37072277069091797,0.5,1.1909007113786174e-10,0.9999999998809099,0.14519298374652864,0.491345027089119,0.0009625041647170355,5,0.501626364862526,0,0.07143165809762987,7,0.07141619814312163,6,0.0713286985258952,1,0.0711724300507839,0.21302465032004347
310,1.6737706711043674,0.5506864190101624,0.0,0.36116573214530945,0.5,0.0,1.0,0.14628271609544755,0.48952880650758746,1.1310724515488021e-06,5,0.49604218828646696,0,0.07222590541671287,7,0.07221069878182784,6,0.07212444341089991,1,0.07197052186749486,0.21542624223659756
320,1.6358847065893602,0.5273814797401428,0.0,0.38537460565567017,0.5,2.220446049250313e-16,0.9999999999999998,0.14187712073326111,0.49687146544456484,0.0006218285846106538,5,0.5152874435398744,0,0.06948862017725049,7,0.06947263868234638,6,0.06938192786628222,1,0.06921998205125385,0.20714938768299285
330,1.6415424676275512,0.5308045744895935,0.0,0.38182130455970764,0.5,2.220446049250313e-16,0.9999999999999998,0.1430069386959076,0.4949884355068207,0.0004976945807714473,5,0.5124605917415852,0,0.06989071482151209,7,0.0698747854819761,6,0.06978477502784412,1,0.06962402131885052,0.208365111608232
340,1.6541099982716239,0.5384784936904907,0.0,0.3751438856124878,0.5,1.1102230246251565e-16,0.9999999999999999,0.14410402029752734,0.49315996617078783,0.000714917581750677,5,0.5061232666579435,0,0.07079208114802232,7,0.07077638277587422,6,0.07068792203903779,1,0.07052973132359003,0.21109061605553214
350,1.6284097893917298,0.5228882431983948,0.0,0.39089810848236084,0.5,1.190901821601642e-10,0.9999999998809098,0.14219354987144472,0.4963440835475922,0.0011403178743609205,5,0.5189979579074193,0,0.06896083724864487,7,0.06894469183892753,6,0.06885321360149814,1,0.06868968079213686,0.20555361861137333
360,1.6659804269995067,0.5458182692527771,0.0,0.365346223115921,0.5,2.384182851145056e-10,0.9999999997615817,0.14500610530376434,0.4916564911603928,0.00020139292626567603,5,0.5000616498240966,0,0.07165424683543507,7,0.07163877943138351,6,0.07155174920656353,1,0.0713960469860098,0.21369752771651152
370,1.6004419906636698,0.5063611268997192,0.0,0.41180720925331116,0.5,1.1102230246251565e-16,0.9999999999999999,0.13982489556074143,0.5002918407320976,0.003622249582303912,5,0.5326453725138128,0,0.06701980880751209,7,0.06700300774738978,6,0.06690839281945489,1,0.06673920502643611,0.1996842130853942
380,1.5628244568824115,0.4847978353500366,0.0,0.4245709478855133,0.5,2.3829926920626576e-10,0.9999999997617007,0.13696998804807664,0.5050500199198723,0.0005512241194317305,5,0.5504522796619173,0,0.06448709075554257,7,0.06446962659501373,6,0.06437077229386332,1,0.06419421588940435,0.19202601480425863
390,1.5574531620824965,0.48177802562713623,0.0,0.42687085270881653,0.5,2.3818025329802595e-10,0.9999999997618197,0.13620235323905946,0.5063294112682343,0.0002765909920369649,5,0.5529465326493919,0,0.06413228351469115,7,0.06411478955066753,6,0.0640152870423475,1,0.06383771734704304,0.19095338989585897
400,1.5581400185661702,0.4821627140045166,0.0,0.4259040355682373,0.5,1.1909008035271285e-07,0.9999998809099196,0.13610391169786457,0.5064934805035591,0.00011354677000518718,5,0.5526282293234859,0,0.06417757443986168,7,0.06416006557702432,6,0.06406066739016765,1,0.06388319457621623,0.19109026869324408
410,1.5705271872319586,0.4891539514064789,0.0,0.42151594161987305,0.5,3.5727024083609393e-07,0.9999996427297592,0.13764691948890687,0.5039218008518219,0.00106428581010155,5,0.5468548251093642,0,0.06499874252832534,7,0.06498141992934094,6,0.06488343734902098,1,0.06470834871412486,0.19357322636982355
420,1.5565597078906246,0.48127710819244385,0.0,0.42681264877319336,0.5,3.3306690738754696e-16,0.9999999999999997,0.135668982565403,0.507218362390995,5.053801755055751e-05,5,0.5533602935051656,0,0.06407343768416902,7,0.06405589156843201,6,0.06395632946881687,1,0.06377864803862739,0.19077539973478896
430,1.5495678898076721,0.47736942768096924,0.0,0.43102824687957764,0.5,2.3818027961031163e-07,0.9999997618197204,0.13528651744127274,0.5078558042645455,0.00037140831372951214,5,0.5565872109444855,0,0.06361446434833908,7,0.06359676176910457,6,0.06349651420866677,1,0.06331741715494667,0.18938763157445748
440,1.5080634991177175,0.45464175939559937,0.0,0.4509050250053406,0.5,2.3818027972133393e-07,0.9999997618197203,0.131947261095047,0.513421231508255,0.00016703245612355918,5,0.5753556254174118,0,0.06094504643084291,7,0.06092652801352811,6,0.06082190323978314,1,0.06063499798258775,0.18131589891584632
450,1.517963615373156,0.45999184250831604,0.0,0.44643792510032654,0.5,2.381801605944034e-07,0.9999997618198394,0.13283994048833847,0.5119334325194359,0.000140185140631628,5,0.5709371801244764,0,0.061573467974554916,7,0.06155512464628697,6,0.06145155785725831,1,0.06126649662282153,0.1832161727746019
460,1.5338577907713313,0.4686726927757263,0.0,0.43931493163108826,0.5,1.1909007113786174e-10,0.9999999998809099,0.13473774641752245,0.5087704226374626,0.0006604634454671866,5,0.5637679310056541,0,0.06259320164446538,7,0.06257511908468302,6,0.06247322494064364,1,0.06229112156820005,0.18629940175635373
470,1.5824263198106714,0.4959423542022705,0.0,0.4089362323284149,0.5,1.190901821601642e-10,0.9999999998809098,0.13774600923061373,0.5037566512823105,0.002671753320178291,5,0.5412488893513215,0,0.0657961036222225,7,0.06577898218890373,6,0.06568229600954002,1,0.06550955430740953,0.19598417452060257
480,1.5800506796890121,0.49458158016204834,0.0,0.4134305417537689,0.5,0.0,1.0,0.13727148175239565,0.504547530412674,0.0006911605405051906,5,0.5423728874174222,0,0.06563621796801304,7,0.06561904437768988,6,0.0655221123125687,1,0.06534890864478453,0.19550082927952184
490,1.5712178476221068,0.4895460605621338,0.0,0.41671159863471985,0.5,1.1909019947964339e-07,0.9999998809098005,0.13649771809577943,0.5058371365070343,0.0016018672075935585,5,0.546531064911751,0,0.06504479601845753,7,0.06502748832024668,6,0.06492950573773665,1,0.06475464061633823,0.19371250439547016
500,1.5722239522543924,0.49011799693107605,0.0,0.4200345277786255,0.5,1.1920917053487301e-07,0.9999998807908295,0.1375502124428749,0.5040829792618752,0.000725854021765184,5,0.5460590787323711,0,0.06511194373328039,7,0.06509458388217099,6,0.06499683227420733,1,0.06482209382439241,0.1939154675535777
510,1.6505735888884892,0.5363084673881531,0.0,0.3759722113609314,0.5,1.1909008046373515e-07,0.9999998809099195,0.14353146255016327,0.49411422908306124,0.0002772306555488893,5,0.5079147588648755,0,0.07053725851160622,7,0.07052150053434816,6,0.07043259276005956,1,0.07027366443245123,0.21032022489665947
520,1.674787442500353,0.5513241291046143,0.0,0.35716506838798523,0.5,3.572703244358877e-10,0.9999999996427297,0.14550666809082033,0.49082221984863283,0.0010864046936040579,5,0.4955151007247701,0,0.07230090987233952,7,0.07228565853408488,6,0.07219964158237514,1,0.07204583179882419,0.2156528574876062
530,1.6672579871761957,0.5466142892837524,0.0,0.3685666024684906,0.5,1.190901821601642e-10,0.9999999998809098,0.14541151225566865,0.49098081290721896,0.0010870326241977212,5,0.49940475825042974,0,0.07174764890982813,7,0.07173227091239268,6,0.07164530774084879,1,0.07148991844118127,0.2139800957453195
540,1.6643636658692278,0.5448137521743774,0.0,0.3661879897117615,0.5,1.1909008024169054e-07,0.9999998809099198,0.14500569850206377,0.4916571691632271,0.00025203708666408225,5,0.500891681753906,0,0.07153613067018888,7,0.07152072286962924,6,0.07143343186800605,1,0.07127743906321049,0.2133405937750592
550,1.6854634724970565,0.5580688118934631,0.0,0.35486552119255066,0.5,3.572703600740468e-07,0.9999996427296399,0.14733616262674332,0.48777306228876116,0.00030054248383698523,5,0.4899455077905586,0,0.07309308447637293,7,0.07307804175302697,6,0.07299332119474718,1,0.0728418657810886,0.2180481790042056
560,1.6700964297972298,0.548384964466095,0.0,0.3642842471599579,0.5,1.1920917042385071e-07,0.9999998807908296,0.1453507423400879,0.49108209609985354,0.00027494430033722563,5,0.49794210882959367,0,0.07195571220284079,7,0.07194034910690904,6,0.07185378826862819,1,0.07169898756825281,0.2146090540237755
570,1.644600545776469,0.5326620936393738,0.0,0.3818432688713074,0.5,1.1102230246251565e-16,0.9999999999999999,0.1432460755109787,0.49458987414836886,0.0011453161012416344,5,0.5109259562332326,0,0.07010897353453895,7,0.07009311869879244,6,0.07000351056461797,1,0.069843300727655,0.20902514024116314
580,1.6800106621038435,0.5546141862869263,0.0,0.3599017262458801,0.5,2.3818027961031163e-07,0.9999997618197204,0.14676831215620043,0.488719479739666,0.0007814569730157581,5,0.4927982806684252,0,0.07268732082147024,7,0.07267218869374355,6,0.07258677524605335,1,0.07243412776556864,0.21682130680473888
590,1.6670351705516437,0.5464749932289124,0.0,0.36496052145957947,0.5,2.381801605944034e-07,0.9999997618198394,0.1453680381178856,0.49105326980352404,0.00011469498264791381,5,0.49951938914062866,0,0.07173137844609549,7,0.07171593339309344,6,0.0716290149230877,1,0.07147355111414376,0.21393073298295096
600,1.6600897934125962,0.5421651005744934,0.0,0.3704609274864197,0.5,2.3803181647963356e-13,0.999999999999762,0.14445472359657288,0.49257546067237856,0.00032147871246449543,5,0.5030790751139087,0,0.0712250487247442,7,0.07120952916663273,6,0.07112167937801425,1,0.07096477016350275,0.21239989745319732
610,1.6557087056117705,0.5394617319107056,0.0,0.36713433265686035,0.5,1.1909029318246667e-10,0.9999999998809097,0.143828883767128,0.4936185270547867,0.0018738097786205402,5,0.5053112431569212,0,0.07090759171683204,7,0.07089193804723116,6,0.07080359651440983,1,0.07064574106565503,0.21143988949895076
620,1.67566984948308,0.551878809928894,0.0,0.36313486099243164,0.5,2.385374311408839e-07,0.9999997614625689,0.1459613159298897,0.4900644734501839,0.0009595426232558157,5,0.495057199408111,0,0.0723660103487814,7,0.07235081861573658,6,0.0722648612718729,1,0.07211128991261848,0.2158498204428796
630,1.68070706739193,0.5550537109375,0.0,0.3558924198150635,0.5,2.3818016037235878e-07,0.9999997618198396,0.14610987901687622,0.4898168683052063,0.0002855269914201217,5,0.4924348858601304,0,0.0727390076618562,7,0.07272389043483873,6,0.07263856639156419,1,0.07248606046755206,0.21697758918405852
640,1.6426839672413098,0.5314964652061462,0.0,0.37940117716789246,0.5,1.1920964215761387e-10,0.9999999998807904,0.14299741685390474,0.49500430524349215,0.00017461420979384117,5,0.5118883061450605,0,0.06997211761876503,7,0.06995618827804222,6,0.06986634918055128,1,0.06970573702060666,0.2086113017569744
650,1.642491129367416,0.531380295753479,0.0,0.3807661235332489,0.5,2.383648833870211e-13,0.9999999999997616,0.14303897321224213,0.49493504464626314,0.0003058382281316222,5,0.5119850306503119,0,0.06995836265167996,7,0.06994250036476182,6,0.06985248244529499,1,0.06969192987563841,0.20856969401231296
660,1.6496512013905034,0.5357449054718018,0.0,0.37450939416885376,0.5,1.192091703128284e-07,0.9999998807908297,0.14396210461854936,0.4933964923024178,0.0004659820652253444,5,0.5083809598613346,0,0.07047096702365152,7,0.07045523884953481,6,0.0703660926613271,1,0.07020706003388925,0.21011968157026284
670,1.6737253710485351,0.550657331943512,0.0,0.3584061861038208,0.5,0.0,1.0,0.14616524428129196,0.4897245928645134,0.000901677575707931,5,0.49606565796693003,0,0.07222263560522897,7,0.0722073470153249,6,0.07212114380616792,1,0.07196711051782641,0.2154161050885216
680,1.6583679684887185,0.5411011576652527,0.0,0.3703443706035614,0.5,1.1909008035271285e-07,0.9999998809099196,0.14426075071096423,0.4928987488150597,7.460512727799126e-05,5,0.5039575583348224,0,0.07110012163743105,7,0.0710845648254924,6,0.0709964542613226,1,0.07083920976133921,0.21202209117959236
690,1.6085370919616047,0.5111006498336792,0.0,0.40316542983055115,0.5,1.1102230246251565e-16,0.9999999999999999,0.1409756436944008,0.4983739271759987,0.001762289728559639,5,0.5287324983154423,0,0.06757629169435396,7,0.06755976630597436,6,0.0674658368328898,1,0.06729843718180199,0.2013671696695376
700,1.5786069252279677,0.49375683069229126,0.0,0.4153771996498108,0.5,1.192091703128284e-07,0.9999998807908297,0.137217453122139,0.5046375781297684,1.3945682476478559e-05,5,0.5430548040092203,0,0.0655392760107818,7,0.06552215457516686,6,0.06542480528110906,1,0.0652513855529222,0.19520757457079974
710,1.5663890596288126,0.48681098222732544,0.0,0.422478049993515,0.5,2.38180031253421e-10,0.99999999976182,0.1366400271654129,0.5055999547243119,0.00039968494827633677,5,0.5487905144691467,0,0.06472345441579819,7,0.06470609456300735,6,0.06460745632648468,1,0.06443168222904205,0.192740797996521
720,1.5670274036947687,0.48717188835144043,0.0,0.4211723804473877,0.5,1.191269305422793e-13,0.9999999999998809,0.13661228418350221,0.5056461930274964,0.00018653137273276586,5,0.5484923778167221,0,0.06476584848950487,7,0.06474851098638904,6,0.06464993234275965,1,0.0644742625325039,0.19286906783212054
730,1.5751341611657859,0.49177396297454834,0.0,0.4170103073120117,0.5,2.3818027983235623e-07,0.9999997618197202,0.13738605678081514,0.5043565720319748,0.00013109413098163786,5,0.5446914543487321,0,0.06530644160749541,7,0.06528924566901514,6,0.06519165052250173,1,0.06501753792009908,0.1945036699321564
740,1.5817061197136704,0.49552997946739197,0.0,0.41370609402656555,0.5,4.440892098500626e-16,0.9999999999999996,0.1381706163287163,0.5030489727854729,3.258254295850516e-05,5,0.5415898955766151,0,0.06574761622594237,7,0.06573050224294878,6,0.06563359254473476,1,0.06546081358712862,0.1958375798226304
750,1.6091540551329482,0.5114622712135315,0.0,0.3992600440979004,0.5,1.1909007113786174e-10,0.9999999998809099,0.14028052240610123,0.499532462656498,0.0001700676205839812,5,0.5284330569279835,0,0.06761893277367555,7,0.06760239248561302,6,0.06750855987846911,1,0.067341160242348,0.20149589769191067
760,1.5926273738377448,0.5018208622932434,0.0,0.40865546464920044,0.5,1.192091703128284e-07,0.9999998807908297,0.13882890641689302,0.5019518226385117,0.0003784042290419908,5,0.5363947789102403,0,0.06648652305071445,7,0.06646964003495603,6,0.06637398948054007,1,0.06620328177663148,0.1980717867469176
770,1.6350073749194727,0.5268512964248657,0.0,0.38196972012519836,0.5,1.1901590823981678e-13,0.999999999999881,0.14285551458597184,0.4952408090233803,0.000970436895795403,5,0.5157243686277325,0,0.06942650034169108,7,0.06941044434026546,6,0.06931966646491984,1,0.06915749712523069,0.20696152310016047
780,1.626710919833382,0.5218712091445923,0.0,0.38920730352401733,0.5,1.190901821601642e-10,0.9999999998809098,0.14171117246150972,0.49714804589748385,6.369544654908754e-05,5,0.5198374715532191,0,0.06884152083180363,7,0.06882531581985048,6,0.06873342036356074,1,0.06856966406116151,0.20519260737040446
790,1.6352663083357157,0.5270084142684937,0.0,0.3845849931240082,0.5,1.1920917086793992e-07,0.9999998807908291,0.14243742525577546,0.4959376245737076,0.00017118410115862532,5,0.5155954553036188,0,0.06944486012476907,7,0.06942882647472719,6,0.06933793683863941,1,0.0691759388586856,0.20701698239956
800,1.671369156205156,0.549181342124939,0.0,0.3635946214199066,0.5,1.1932854704355123e-10,0.9999999998806715,0.14586284756660461,0.49022858738899233,0.00030229265362784804,5,0.4972848368648318,0,0.07204922825464817,7,0.0720339396621242,6,0.07194736390913754,1,0.07179287610895009,0.214891755200308
810,1.6601039162441071,0.5421738028526306,0.0,0.3668326437473297,0.5,1.1901590823981678e-13,0.999999999999881,0.14395414739847184,0.4934097543358803,0.0009472736793402752,5,0.503071862952482,0,0.07122610670710225,7,0.07121061695131073,6,0.07112264050283248,1,0.07096582069528082,0.2124029521909918
820,1.6785533941123296,0.5536943674087524,0.0,0.35925036668777466,0.5,1.1932821397664384e-10,0.9999999998806718,0.14629067331552506,0.48951554447412493,0.00032448748499411956,5,0.49355781484466266,0,0.07257932046014634,7,0.0725642032329036,6,0.07247846195586596,1,0.07232555369825008,0.21649464580817135
830,1.6626587819408045,0.5437554717063904,0.0,0.3675176203250885,0.5,1.1909019936862109e-07,0.9999998809098006,0.14481549859046938,0.4919741690158844,0.00015357873361211173,5,0.5017654262351585,0,0.07141193694314407,7,0.07139648443910118,6,0.071308835809612,1,0.0711525300804337,0.21296478649255057
840,1.6574039631600126,0.5405066609382629,0.0,0.37409132719039917,0.5,1.192094085666895e-07,0.9999998807905914,0.1445824682712555,0.49236255288124087,0.0010077682175796167,5,0.5044487118721008,0,0.07103026658296585,7,0.07101470977067947,6,0.07092645764350891,1,0.07076899707317352,0.2118108570575714
850,1.635680694365432,0.527258038520813,0.0,0.3858684301376343,0.5,0.0,1.0,0.14276035875082016,0.4953994020819664,0.0007651832399735662,5,0.5153890789706045,0,0.0694741828191173,7,0.06945819387148852,6,0.06936735638337574,1,0.06920544034895423,0.2071057476064596
860,1.667372441376048,0.5466855764389038,0.0,0.36694100499153137,0.5,3.3306690738754696e-16,0.9999999999999997,0.1455351173877716,0.490774804353714,0.0005963940853730585,5,0.49934586510549583,0,0.0717560569066103,7,0.07174071616127553,6,0.07165364122648804,1,0.07149831897394121,0.21400540162618908
870,1.6692856488405918,0.5478790998458862,0.0,0.36228400468826294,0.5,2.220446049250313e-16,0.9999999999999998,0.14536165893077851,0.49106390178203585,0.0005416839449481625,5,0.4983603544899742,0,0.07189623105757913,7,0.07188089031247295,6,0.07179407614929804,1,0.07163917858215023,0.21442926940852558
880,1.648053163215264,0.5347678661346436,0.0,0.37702634930610657,0.5,2.220446049250313e-16,0.9999999999999998,0.1436055362224579,0.4939907729625702,0.00012065068706160371,5,0.5091876159971528,0,0.07035623921351555,7,0.07034047378567723,6,0.070251096624832,1,0.07009173616356837,0.20977283821525416
890,1.5947615988486539,0.503058135509491,0.0,0.4084417223930359,0.5,2.381801422757235e-10,0.9999999997618199,0.13944101780653,0.5009316369891167,0.0008376173491037239,5,0.5353734772474642,0,0.0666318049015301,7,0.06661498894024583,6,0.06651945759084972,1,0.06634922671649297,0.19851104460341706
900,1.5877677488367774,0.49901413917541504,0.0,0.41158628463745117,0.5,1.193283795108968e-07,0.9999998806716205,0.13862568885087967,0.5022905185818672,0.0005548974500546346,5,0.538712831057684,0,0.06615682346300956,7,0.066139888294196,6,0.06604358209442292,1,0.06587199523222471,0.19707487985846273
910,1.5989162282866243,0.5054726600646973,0.0,0.40225592255592346,0.5,1.191269305422793e-13,0.9999999999998809,0.1391755059361458,0.5013741567730904,0.0011702714125034347,5,0.5333795587225225,0,0.06691540082481057,7,0.0668986519195039,6,0.06680357505979817,1,0.06663420100982637,0.19936861246353854
